In Z = 49 4p
E= 50 kev
0.2038E-02	0.1696E-02	0.1387E-02	0.1031E-02	0.6165E-03	0.3597E-03	0.1948E-03	0.8805E-04	0.1286E-04	-.1731E-04	-.2082E-04	-.1368E-04	0.2396E-05	-.3044E-06	-.4106E-06	-.1253E-06	-.3715E-07	-.1515E-07	-.1465E-07	-.1775E-07	-.1621E-07	-.1343E-07	-.1087E-07	-.8829E-08	-.6066E-08	-.4414E-08	-.3359E-08	-.2645E-08
0.2065E-01	0.1783E-01	0.1501E-01	0.1133E-01	0.6613E-02	0.3771E-02	0.2079E-02	0.1024E-02	0.2601E-03	-.7657E-04	-.1483E-03	-.1031E-03	0.2742E-04	-.2084E-05	-.3624E-05	-.9490E-06	-.1580E-06	0.1219E-07	-.3959E-07	-.1042E-06	-.1084E-06	-.9319E-07	-.7636E-07	-.6222E-07	-.4264E-07	-.3093E-07	-.2349E-07	-.1847E-07
0.5775E-01	0.5193E-01	0.4524E-01	0.3491E-01	0.1984E-01	0.1074E-01	0.5824E-02	0.3112E-02	0.1231E-02	0.3085E-03	-.1711E-04	-.3791E-04	0.8600E-04	-.4081E-05	-.8504E-05	-.1863E-05	0.1276E-07	0.3362E-06	0.1034E-06	-.1191E-06	-.1663E-06	-.1523E-06	-.1273E-06	-.1042E-06	-.7130E-07	-.5148E-07	-.3896E-07	-.3056E-07
0.1007E+00	0.9220E-01	0.8176E-01	0.6466E-01	0.3793E-01	0.2064E-01	0.1101E-01	0.5910E-02	0.2610E-02	0.9979E-03	0.3385E-03	0.1906E-03	0.1929E-03	-.8946E-05	-.1775E-04	-.3908E-05	-.1448E-07	0.5656E-06	0.1602E-06	-.2463E-06	-.3283E-06	-.2977E-06	-.2480E-06	-.2029E-06	-.1389E-06	-.1003E-06	-.7596E-07	-.5963E-07
0.1329E+00	0.1226E+00	0.1094E+00	0.8754E-01	0.5268E-01	0.2916E-01	0.1565E-01	0.8480E-02	0.3790E-02	0.1380E-02	0.3286E-03	0.9511E-04	0.3191E-03	-.2039E-04	-.3830E-04	-.9959E-05	-.1766E-05	-.3410E-06	-.5630E-06	-.9747E-06	-.9594E-06	-.8108E-06	-.6589E-06	-.5346E-06	-.3660E-06	-.2657E-06	-.2020E-06	-.1589E-06
0.2128E+00	0.2006E+00	0.1833E+00	0.1521E+00	0.9768E-01	0.5571E-01	0.2808E-01	0.1254E-01	0.3861E-02	0.1193E-02	0.7267E-03	0.8449E-03	0.7692E-03	0.8395E-04	-.7324E-04	-.1629E-04	0.1741E-04	0.1831E-04	0.6817E-05	-.6315E-06	-.2962E-05	-.3162E-05	-.2639E-05	-.2132E-05	-.1381E-05	-.9840E-06	-.7392E-06	-.5769E-06
E=100 kev
0.1762E-02	0.1367E-02	0.1122E-02	0.8488E-03	0.5035E-03	0.2951E-03	0.1592E-03	0.7209E-04	0.1045E-04	-.1449E-04	-.1723E-04	-.1132E-04	0.2023E-05	-.2591E-06	-.3795E-06	-.1242E-06	-.3229E-07	-.1128E-07	-.1189E-07	-.1473E-07	-.1332E-07	-.1094E-07	-.8868E-08	-.7216E-08	-.4947E-08	-.3593E-08	-.2731E-08	-.2150E-08
0.1769E-01	0.1445E-01	0.1219E-01	0.9326E-02	0.5422E-02	0.3105E-02	0.1708E-02	0.8430E-03	0.2169E-03	-.6237E-04	-.1213E-03	-.8444E-04	0.2307E-04	-.1750E-05	-.3313E-05	-.9415E-06	-.1327E-06	0.2170E-07	-.3175E-07	-.8631E-07	-.8916E-07	-.7616E-07	-.6243E-07	-.5094E-07	-.3486E-07	-.2523E-07	-.1914E-07	-.1505E-07
0.4882E-01	0.4232E-01	0.3692E-01	0.2873E-01	0.1634E-01	0.8894E-02	0.4830E-02	0.2586E-02	0.1043E-02	0.2744E-03	-.1316E-05	-.2393E-04	0.7182E-04	-.3637E-05	-.7757E-05	-.1860E-05	0.1711E-07	0.3074E-06	0.8652E-07	-.9773E-07	-.1370E-06	-.1249E-06	-.1043E-06	-.8549E-07	-.5834E-07	-.4202E-07	-.3176E-07	-.2492E-07
