Br Z = 35 3d
E= 50 kev
0.1737E-02	0.1433E-02	0.1192E-02	0.9346E-03	0.6576E-03	0.4950E-03	0.3870E-03	0.3062E-03	0.2248E-03	0.1576E-03	0.1048E-03	0.6610E-04	0.7799E-05	0.2392E-05	0.1763E-05	0.1201E-05	0.7995E-06	0.5660E-06	0.3472E-06	0.2422E-06	0.1787E-06	0.1370E-06	0.1083E-06	0.8769E-07	0.6087E-07	0.4471E-07	0.3423E-07	0.2704E-07
0.2018E-01	0.1613E-01	0.1282E-01	0.9403E-02	0.6171E-02	0.4462E-02	0.3475E-02	0.2773E-02	0.2070E-02	0.1475E-02	0.9942E-03	0.6332E-03	0.7523E-04	0.2264E-04	0.1687E-04	0.1153E-04	0.7658E-05	0.5408E-05	0.3312E-05	0.2310E-05	0.1705E-05	0.1308E-05	0.1033E-05	0.8368E-06	0.5808E-06	0.4266E-06	0.3266E-06	0.2580E-06
0.7035E-01	0.5455E-01	0.4064E-01	0.2655E-01	0.1459E-01	0.9415E-02	0.7095E-02	0.5713E-02	0.4414E-02	0.3254E-02	0.2251E-02	0.1461E-02	0.1724E-03	0.4891E-04	0.3770E-04	0.2605E-04	0.1727E-04	0.1215E-04	0.7404E-05	0.5164E-05	0.3815E-05	0.2926E-05	0.2312E-05	0.1872E-05	0.1299E-05	0.9544E-06	0.7307E-06	0.5773E-06
0.1857E+00	0.1454E+00	0.1056E+00	0.6405E-01	0.2917E-01	0.1539E-01	0.1017E-01	0.7952E-02	0.6493E-02	0.5116E-02	0.3734E-02	0.2515E-02	0.2902E-03	0.7040E-04	0.5952E-04	0.4238E-04	0.2807E-04	0.1960E-04	0.1185E-04	0.8267E-05	0.6114E-05	0.4688E-05	0.3704E-05	0.3000E-05	0.2082E-05	0.1529E-05	0.1171E-05	0.9249E-06
0.3819E+00	0.3105E+00	0.2308E+00	0.1411E+00	0.6124E-01	0.2718E-01	0.1342E-01	0.8286E-02	0.6759E-02	0.6025E-02	0.4952E-02	0.3652E-02	0.4330E-03	0.6576E-04	0.7444E-04	0.5785E-04	0.3853E-04	0.2651E-04	0.1581E-04	0.1105E-04	0.8181E-05	0.6276E-05	0.4959E-05	0.4015E-05	0.2787E-05	0.2047E-05	0.1567E-05	0.1238E-05
0.7579E+00	0.6672E+00	0.5488E+00	0.3904E+00	0.2216E+00	0.1290E+00	0.7476E-01	0.4215E-01	0.2064E-01	0.1027E-01	0.5360E-02	0.2945E-02	0.3122E-04	-.2470E-03	-.7237E-04	0.3399E-04	0.5423E-04	0.4593E-04	0.2603E-04	0.1814E-04	0.1301E-04	0.1009E-04	0.8025E-05	0.6498E-05	0.4485E-05	0.3293E-05	0.2520E-05	0.1991E-05
E=100 kev
0.1496E-02	0.1151E-02	0.9637E-03	0.7702E-03	0.5383E-03	0.4061E-03	0.3172E-03	0.2509E-03	0.1847E-03	0.1295E-03	0.8607E-04	0.5421E-04	0.6384E-05	0.2048E-05	0.1602E-05	0.1138E-05	0.7664E-06	0.5301E-06	0.2989E-06	0.2003E-06	0.1484E-06	0.1142E-06	0.9039E-07	0.7322E-07	0.5084E-07	0.3734E-07	0.2859E-07	0.2259E-07
0.1757E-01	0.1292E-01	0.1032E-01	0.7753E-02	0.5001E-02	0.3658E-02	0.2846E-02	0.2274E-02	0.1700E-02	0.1216E-02	0.8162E-03	0.5194E-03	0.6154E-04	0.1933E-04	0.1528E-04	0.1091E-04	0.7356E-05	0.5081E-05	0.2855E-05	0.1911E-05	0.1416E-05	0.1090E-05	0.8628E-06	0.6989E-06	0.4853E-06	0.3565E-06	0.2729E-06	0.2156E-06
0.6217E-01	0.4364E-01	0.3256E-01	0.2188E-01	0.1174E-01	0.7705E-02	0.5789E-02	0.4691E-02	0.3621E-02	0.2673E-02	0.1848E-02	0.1198E-02	0.1407E-03	0.4150E-04	0.3400E-04	0.2464E-04	0.1664E-04	0.1146E-04	0.6399E-05	0.4275E-05	0.3168E-05	0.2439E-05	0.1930E-05	0.1564E-05	0.1086E-05	0.7975E-06	0.6105E-06	0.4823E-06
0.1659E+00	0.1172E+00	0.8462E-01	0.5259E-01	0.2353E-01	0.1253E-01	0.8216E-02	0.6565E-02	0.5308E-02	0.4192E-02	0.3058E-02	0.2059E-02	0.2357E-03	0.5895E-04	0.5328E-04	0.4001E-04	0.2717E-04	0.1863E-04	0.1028E-04	0.6863E-05	0.5074E-05	0.3904E-05	0.3091E-05	0.2504E-05	0.1739E-05	0.1277E-05	0.9776E-06	0.7723E-06
0.3420E+00	0.2544E+00	0.1862E+00	0.1147E+00	0.4924E-01	0.2199E-01	0.1064E-01	0.6909E-02	0.5446E-02	0.4907E-02	0.4041E-02	0.2981E-02	0.3489E-03	0.5284E-04	0.6549E-04	0.5417E-04	0.3742E-04	0.2550E-04	0.1383E-04	0.9180E-05	0.6784E-05	0.5216E-05	0.4131E-05	0.3348E-05	0.2324E-05	0.1707E-05	0.1307E-05	0.1032E-05
0.6734E+00	0.5606E+00	0.4518E+00	0.3194E+00	0.1795E+00	0.1050E+00	0.6049E-01	0.3477E-01	0.1661E-01	0.8283E-02	0.4268E-02	0.2299E-02	-.2077E-04	-.2167E-03	-.6040E-04	0.3288E-04	0.4978E-04	0.4146E-04	0.2341E-04	0.1475E-04	0.1087E-04	0.8407E-05	0.6608E-05	0.5461E-05	0.3726E-05	0.2721E-05	0.2098E-05	0.1658E-05
E=150 kev
0.1436E-02	0.1051E-02	0.9285E-03	0.7055E-03	0.5071E-03	0.3799E-03	0.2966E-03	0.2349E-03	0.1718E-03	0.1206E-03	0.8063E-04	0.5079E-04	0.5940E-05	0.1929E-05	0.1557E-05	0.1138E-05	0.7823E-06	0.5439E-06	0.2974E-06	0.1928E-06	0.1394E-06	0.1075E-06	0.8522E-07	0.6916E-07	0.4807E-07	0.3531E-07	0.2703E-07	0.2135E-07
0.1695E-01	0.1174E-01	0.1001E-01	0.7049E-02	0.4725E-02	0.3422E-02	0.2659E-02	0.2127E-02	0.1582E-02	0.1129E-02	0.7645E-03	0.4865E-03	0.5725E-04	0.1819E-04	0.1484E-04	0.1090E-04	0.7508E-05	0.5219E-05	0.2845E-05	0.1841E-05	0.1331E-05	0.1026E-05	0.8135E-06	0.6602E-06	0.4590E-06	0.3371E-06	0.2580E-06	0.2039E-06
0.6041E-01	0.3952E-01	0.3178E-01	0.1964E-01	0.1114E-01	0.7201E-02	0.5399E-02	0.4377E-02	0.3376E-02	0.2486E-02	0.1730E-02	0.1122E-02	0.1308E-03	0.3893E-04	0.3292E-04	0.2455E-04	0.1698E-04	0.1180E-04	0.6396E-05	0.4120E-05	0.2976E-05	0.2296E-05	0.1820E-05	0.1477E-05	0.1027E-05	0.7541E-06	0.5772E-06	0.4561E-06
0.1616E+00	0.1065E+00	0.8236E-01	0.4697E-01	0.2231E-01	0.1169E-01	0.7623E-02	0.6072E-02	0.4971E-02	0.3911E-02	0.2863E-02	0.1927E-02	0.2189E-03	0.5495E-04	0.5132E-04	0.3973E-04	0.2771E-04	0.1924E-04	0.1033E-04	0.6603E-05	0.4762E-05	0.3673E-05	0.2912E-05	0.2364E-05	0.1644E-05	0.1207E-05	0.9239E-06	0.7300E-06
0.3334E+00	0.2336E+00	0.1793E+00	0.1036E+00	0.4659E-01	0.2048E-01	0.9781E-02	0.6230E-02	0.5146E-02	0.4569E-02	0.3777E-02	0.2787E-02	0.3230E-03	0.4820E-04	0.6251E-04	0.5335E-04	0.3806E-04	0.2644E-04	0.1400E-04	0.8843E-05	0.6362E-05	0.4905E-05	0.3889E-05	0.3158E-05	0.2195E-05	0.1612E-05	0.1234E-05	0.9751E-06
