56.43800000	56.46200000	2.00000000	0.00000000	0.00000000	0.00000000	0.00000000
79.00000000	22.16400000	24.35000000	0.28000000	0.05000000	1.00000000	0.00000000
79.00000000	24.16900000	22.32800000	0.27700000	0.05000000	1.00000000	0.00000000
79.00000000	26.12700000	24.27800000	0.04700000	0.04000000	1.00000000	0.00000000
79.00000000	28.13400000	22.27900000	0.11600000	0.04000000	1.00000000	0.00000000
79.00000000	30.15700000	24.26300000	0.04500000	0.04000000	1.00000000	0.00000000
79.00000000	32.09800000	22.30100000	0.26600000	0.05000000	1.00000000	0.00000000
79.00000000	34.11600000	24.30900000	0.27100000	0.05000000	1.00000000	0.00000000
79.00000000	22.13600000	28.32000000	0.12900000	0.04000000	1.00000000	0.00000000
79.00000000	24.11800000	26.29900000	0.05100000	0.05000000	1.00000000	0.00000000
79.00000000	26.13700000	28.31000000	0.00400000	0.05000000	1.00000000	0.00000000
79.00000000	28.14700000	26.29000000	0.00000000	0.05000000	1.00000000	0.00000000
79.00000000	30.16500000	28.29900000	0.00400000	0.05000000	1.00000000	0.00000000
79.00000000	32.17800000	26.27400000	0.05100000	0.04000000	1.00000000	0.00000000
79.00000000	34.17600000	28.28700000	0.13300000	0.04000000	1.00000000	0.00000000
79.00000000	22.17700000	32.28900000	0.29100000	0.05000000	1.00000000	0.00000000
79.00000000	24.12400000	30.33200000	0.05800000	0.04000000	1.00000000	0.00000000
79.00000000	26.14000000	32.34300000	0.06300000	0.05000000	1.00000000	0.00000000
79.00000000	28.15300000	30.31800000	0.00900000	0.05000000	1.00000000	0.00000000
79.00000000	30.17300000	32.32900000	0.06300000	0.04000000	1.00000000	0.00000000
79.00000000	32.18700000	30.31100000	0.05800000	0.04000000	1.00000000	0.00000000
79.00000000	34.14200000	32.26400000	0.29300000	0.05000000	1.00000000	0.00000000
79.00000000	24.18700000	34.29800000	0.29200000	0.05000000	1.00000000	0.00000000
79.00000000	28.15900000	34.34900000	0.11100000	0.04000000	1.00000000	0.00000000
79.00000000	32.12900000	34.28000000	0.29500000	0.05000000	1.00000000	0.00000000
79.00000000	24.06800000	16.22100000	2.28300000	0.05000000	1.00000000	0.00000000
79.00000000	28.12900000	16.16400000	2.17300000	0.05000000	1.00000000	0.00000000
79.00000000	32.11500000	16.15300000	2.23600000	0.05000000	1.00000000	0.00000000
79.00000000	20.00100000	20.18900000	2.24100000	0.05000000	1.00000000	0.00000000
79.00000000	22.03900000	18.14800000	2.25200000	0.05000000	1.00000000	0.00000000
79.00000000	23.94700000	20.07400000	1.88100000	0.05000000	1.00000000	0.00000000
79.00000000	26.07800000	18.12200000	1.97200000	0.05000000	1.00000000	0.00000000
79.00000000	28.12900000	20.13600000	2.00700000	0.05000000	1.00000000	0.00000000
79.00000000	30.14700000	18.08000000	1.91800000	0.05000000	1.00000000	0.00000000
79.00000000	32.31200000	20.02500000	1.85200000	0.05000000	1.00000000	0.00000000
79.00000000	34.25800000	18.08100000	2.17500000	0.05000000	1.00000000	0.00000000
79.00000000	36.32000000	20.06300000	2.11100000	0.05000000	1.00000000	0.00000000
79.00000000	15.99300000	24.36000000	2.29400000	0.05000000	1.00000000	0.00000000
79.00000000	17.96800000	22.26000000	2.25800000	0.05000000	1.00000000	0.00000000
79.00000000	19.91400000	24.14800000	1.89300000	0.05000000	1.00000000	0.00000000
79.00000000	21.93100000	22.11100000	1.85800000	0.05000000	1.00000000	0.00000000
79.00000000	24.17400000	24.33800000	2.03600000	0.04000000	1.00000000	0.00000000
79.00000000	26.17900000	22.32200000	2.05100000	0.04000000	1.00000000	0.00000000
79.00000000	28.14400000	24.30800000	1.95300000	0.04000000	1.00000000	0.00000000
79.00000000	30.09700000	22.30500000	2.04900000	0.04000000	1.00000000	0.00000000
79.00000000	32.11400000	24.30500000	2.03400000	0.04000000	1.00000000	0.00000000
79.00000000	34.34000000	22.04300000	1.82500000	0.05000000	1.00000000	0.00000000
79.00000000	36.36900000	24.06000000	1.85300000	0.05000000	1.00000000	0.00000000
79.00000000	38.33600000	22.06200000	2.08200000	0.05000000	1.00000000	0.00000000
79.00000000	40.25800000	24.04300000	2.23700000	0.05000000	1.00000000	0.00000000
79.00000000	15.99600000	28.33500000	2.17500000	0.05000000	1.00000000	0.00000000
79.00000000	17.94500000	26.29500000	1.95800000	0.05000000	1.00000000	0.00000000
79.00000000	20.00300000	28.32300000	2.02600000	0.05000000	1.00000000	0.00000000
79.00000000	22.17000000	26.35700000	2.06200000	0.04000000	1.00000000	0.00000000
79.00000000	24.16400000	28.31300000	1.96400000	0.04000000	1.00000000	0.00000000
79.00000000	26.15100000	26.30800000	1.93200000	0.04000000	1.00000000	0.00000000
